Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.71     0.00    52301     0.00     0.00  std::vector<game::penguin::PenguinPawn*, std::allocator<game::penguin::PenguinPawn*> >::begin()
  0.00      1.71     0.00    52285     0.00     0.00  std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::vector()
  0.00      1.71     0.00    52152     0.00     0.00  std::vector<game::penguin::PenguinPawn*, std::allocator<game::penguin::PenguinPawn*> >::end()
  0.00      1.71     0.00    52089     0.00     0.00  std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>::base() const
  0.00      1.71     0.00    51860     0.00     0.00  std::allocator_traits<std::allocator<game::penguin::PenguinPawn*> >::deallocate(std::allocator<game::penguin::PenguinPawn*>&, game::penguin::PenguinPawn**, unsigned long)
  0.00      1.71     0.00    51649     0.00     0.01  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::getRandomAvailableMoveFromBoard(unsigned int const&) const
  0.00      1.71     0.00    51238     0.00     0.00  std::allocator<game::penguin::PenguinPawn*>::~allocator()
  0.00      1.71     0.00    51154     0.00     0.00  std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> >::~allocator()
  0.00      1.71     0.00    51096     0.00     0.00  void std::_Destroy<game::penguin::PenguinPawn**>(game::penguin::PenguinPawn**, game::penguin::PenguinPawn**)
  0.00      1.71     0.00    50926     0.00     0.00  std::_Vector_base<game::penguin::PenguinPawn*, std::allocator<game::penguin::PenguinPawn*> >::_M_deallocate(game::penguin::PenguinPawn**, unsigned long)
  0.00      1.71     0.00    50715     0.00     0.00  game::penguin::Board::getPlayerById(unsigned int)
  0.00      1.71     0.00    50503     0.00     0.00  std::_Vector_base<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_Vector_base()
  0.00      1.71     0.00    50303     0.00     0.00  std::_Vector_base<game::penguin::PenguinPawn*, std::allocator<game::penguin::PenguinPawn*> >::_M_get_Tp_allocator()
  0.00      1.71     0.00    50254     0.00     0.00  __gnu_cxx::new_allocator<game::penguin::PenguinPawn*>::~new_allocator()
  0.00      1.71     0.00    50230     0.00     0.00  std::_Vector_base<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_Vector_impl::_Vector_impl()
  0.00      1.71     0.00    50089     0.00     0.00  std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> >::allocator()
  0.00      1.71     0.00    50009     0.00     0.00  __gnu_cxx::new_allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> >::new_allocator()
  0.00      1.71     0.00    49988     0.00     0.00  void std::_Destroy<game::penguin::PenguinPawn**, game::penguin::PenguinPawn*>(game::penguin::PenguinPawn**, game::penguin::PenguinPawn**, std::allocator<game::penguin::PenguinPawn*>&)
  0.00      1.71     0.00    49831     0.00     0.00  std::vector<game::penguin::PenguinPawn*, std::allocator<game::penguin::PenguinPawn*> >::~vector()
  0.00      1.71     0.00    49806     0.00     0.00  __gnu_cxx::new_allocator<game::penguin::PenguinPawn*>::deallocate(game::penguin::PenguinPawn**, unsigned long)
  0.00      1.71     0.00    49663     0.00     0.00  void std::_Destroy_aux<true>::__destroy<game::penguin::PenguinPawn**>(game::penguin::PenguinPawn**, game::penguin::PenguinPawn**)
  0.00      1.71     0.00    49631     0.00     0.00  std::_Vector_base<game::penguin::PenguinPawn*, std::allocator<game::penguin::PenguinPawn*> >::~_Vector_base()
  0.00      1.71     0.00    49256     0.00     0.00  __gnu_cxx::new_allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> >::~new_allocator()
  0.00      1.71     0.00    49188     0.00     0.00  std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::~vector()
  0.00      1.71     0.00    48765     0.00     0.00  std::_Vector_base<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::~_Vector_base()
  0.00      1.71     0.00    45432     0.00     0.00  __gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >::operator++()
  0.00      1.71     0.00    44539     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>::Node()
  0.00      1.71     0.00    43703     0.00     0.00  __gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >::operator*() const
  0.00      1.71     0.00    43400     0.00     0.00  bool __gnu_cxx::operator!=<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >(__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > const&, __gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > const&)
  0.00      1.71     0.00    41547     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::push_back(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&)
  0.00      1.71     0.00    41121     0.00     0.00  game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>::Move()
  0.00      1.71     0.00    40573     0.00     0.00  void __gnu_cxx::new_allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::construct<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&>(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&)
  0.00      1.71     0.00    40555     0.00     0.00  void std::allocator_traits<std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::construct<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&>(std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>&, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&)
  0.00      1.71     0.00    40373     0.00     0.00  __gnu_cxx::new_allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::new_allocator()
  0.00      1.71     0.00    39693     0.00     0.00  std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::allocator()
  0.00      1.71     0.00    39420     0.00     0.00  __gnu_cxx::new_allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::max_size() const
  0.00      1.71     0.00    39283     0.00     0.00  std::_Vector_base<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::_Vector_base()
  0.00      1.71     0.00    33156     0.00     0.00  game::penguin::BoardCell::equals_to(game::AbstractBoardCell const&) const
  0.00      1.71     0.00    26916     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::copy<std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>(std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00    26908     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const*, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const*, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00    26876     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::uninitialized_copy<std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>(std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00    26838     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::__copy_move_a<true, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00    26687     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::__uninitialized_copy_a<std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>(std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>&)
  0.00      1.71     0.00    26460     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::__copy_move_a2<true, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00    26399     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>(std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, std::move_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**>, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00    26371     0.00     0.00  mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>** std::__uninitialized_move_if_noexcept_a<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>&)
  0.00      1.71     0.00    26272     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::max_size() const
  0.00      1.71     0.00    25891     0.00     0.00  std::_Vector_base<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::_M_get_Tp_allocator() const
  0.00      1.71     0.00    25636     0.00     0.00  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::doActionOnBoard(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)
  0.00      1.71     0.00    25560     0.00     0.00  std::allocator_traits<std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::max_size(std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> const&)
  0.00      1.71     0.00    24029     0.00     0.00  std::allocator_traits<std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::deallocate(std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>&, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, unsigned long)
  0.00      1.71     0.00    23719     0.00     0.00  __gnu_cxx::new_allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::deallocate(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, unsigned long)
  0.00      1.71     0.00    22990     0.00     0.00  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::backPropagateAndRevertAction(int, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*)
  0.00      1.71     0.00    22109     0.00     0.01  game::penguin::PenguinGame::checkStatus() const
  0.00      1.71     0.00    21742     0.00     0.00  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::randomChooseChildOrFallbackOnNode(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*) const
  0.00      1.71     0.00    20647     0.00     0.00  game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>::equals_to(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const
  0.00      1.71     0.00    20647     0.00     0.00  game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>::operator==(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const
  0.00      1.71     0.00    18698     0.00     0.00  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::selectBestChildAndDoAction(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*)
  0.00      1.71     0.00    18652     0.00     0.07  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::randomSimulation() const
  0.00      1.71     0.00    13618     0.00     0.00  __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >::difference_type __gnu_cxx::operator-<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >(__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > const&, __gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > const&)
  0.00      1.71     0.00    13455     0.00     0.00  std::_Vector_base<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::_M_allocate(unsigned long)
  0.00      1.71     0.00    13243     0.00     0.00  void std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::_M_realloc_insert<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&>(__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >, mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>* const&)
  0.00      1.71     0.00    13233     0.00     0.00  std::allocator_traits<std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::allocate(std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>&, unsigned long)
  0.00      1.71     0.00    13230     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::_M_check_len(unsigned long, char const*) const
  0.00      1.71     0.00    12958     0.00     0.00  __gnu_cxx::new_allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::allocate(unsigned long, void const*)
  0.00      1.71     0.00     7440     0.00     0.00  std::_Deque_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>&, game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*>::_M_set_node(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>**)
  0.00      1.71     0.00     2896     0.00     0.00  std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> >::operator[](unsigned long)
  0.00      1.71     0.00     2806     0.00     0.00  bool __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::merge(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> const* const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#1}>::operator()<__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > >(__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >)
  0.00      1.71     0.00     2806     0.00     0.00  mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::merge(mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn> const* const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#1}::operator()(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const
  0.00      1.71     0.00     2749     0.00     0.00  std::_Deque_base<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_M_get_Tp_allocator()
  0.00      1.71     0.00     2694     0.00     0.02  mcts::MCTS<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::expandNode(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*)
  0.00      1.71     0.00     2405     0.00     0.00  std::_Deque_base<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_M_deallocate_node(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*)
  0.00      1.71     0.00     2385     0.00     0.00  std::deque<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_M_pop_back_aux()
  0.00      1.71     0.00     2384     0.00     0.00  std::deque<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_M_reserve_map_at_back(unsigned long)
  0.00      1.71     0.00     2366     0.00     0.00  void std::deque<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_M_push_back_aux<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&>(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)
  0.00      1.71     0.00     2278     0.00     0.00  std::_Deque_base<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >::_M_allocate_node()
  0.00      1.71     0.00     2060     0.00     0.00  bool __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}>::operator()<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > >(__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >)
  0.00      1.71     0.00     2060     0.00     0.00  mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#2}::operator()(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&) const
  0.00      1.71     0.00     1328     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.71     0.00     1308     0.00     0.00  game::AbstractPawn<game::penguin::HumanPlayer, game::penguin::BoardCell>::equals_to(game::AbstractPawn<game::penguin::HumanPlayer, game::penguin::BoardCell> const&) const
  0.00      1.71     0.00     1208     0.00     0.00  std::remove_reference<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&>::type&& std::move<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&>(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)
  0.00      1.71     0.00     1084     0.00     0.00  decltype (({parm#1}.end)()) std::end<std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >(std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > >&)
  0.00      1.71     0.00      960     0.00     0.00  std::_Hashtable<game::Position const, std::pair<game::Position const, game::penguin::BoardCell*>, std::allocator<std::pair<game::Position const, game::penguin::BoardCell*> >, std::__detail::_Select1st, std::equal_to<game::Position const>, game::position_hash_function, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<game::Position const, game::penguin::BoardCell*>, true>*, unsigned long)
  0.00      1.71     0.00      852     0.00     0.00  bool __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}>::operator()<__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > > >(__gnu_cxx::__normal_iterator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>**, std::vector<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::allocator<mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*> > >)
  0.00      1.71     0.00      852     0.00     0.00  bool __gnu_cxx::__ops::_Iter_pred<mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}>::operator()<__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > > >(__gnu_cxx::__normal_iterator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>*, std::vector<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn>, std::allocator<game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> > > >)
  0.00      1.71     0.00      852     0.00     0.00  mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&)#1}::operator()(mcts::Node<game::penguin::BoardCell, game::penguin::PenguinPawn>*&) const
  0.00      1.71     0.00      852     0.00     0.00  mcts::Tree<game::penguin::BoardCell, game::penguin::HumanPlayer, game::penguin::PenguinPawn>::moveRootToMove(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)::{lambda(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&)#3}::operator()(game::Move<game::penguin::BoardCell, game::penguin::PenguinPawn> const&) const
